GeneId                                                       TseIntronBegin       TseIntronEnd         AraIntronLocStart    AraIntronLocEnd     
LdonovaniBHU1220_CM002176.1_99                               0                    0                    nointron             nointron            
LdonovaniBHU1220_CM002176.1_100                              0                    0                    nointron             nointron            
LdonovaniBHU1220_CM002176.1_101                              495648               495658               38                   49                  
LdonovaniBHU1220_CM002176.1_102                              0                    0                    nointron             nointron            
LdonovaniBHU1220_CM002176.1_103                              0                    0                    nointron             nointron            
LdonovaniBHU1220_CM002176.1_104                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld02_v01s1_1                               notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld03_v01s1_2                               0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld05_v01s1_3                               0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld06_v01s1_4                               notfound             notfound             34                   36                  
LdonovaniBPK282A1_Ld06_v01s1_5                               0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld07_v01s1_6                               notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld07_v01s1_7                               0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_8                               0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_9                               0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_10                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_11                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_12                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_13                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_14                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_15                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld09_v01s1_16                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld10_v01s1_17                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld10_v01s1_18                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld10_v01s1_19                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_20                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_21                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_22                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_23                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_24                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_25                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_26                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_27                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_28                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld11_v01s1_29                              notfound             notfound             32                   55                  
LdonovaniBPK282A1_Ld13_v01s1_30                              notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld15_v01s1_31                              notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld15_v01s1_32                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld15_v01s1_33                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld16_v01s1_34                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld17_v01s1_35                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld17_v01s1_36                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld17_v01s1_37                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld18_v01s1_38                              notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld18_v01s1_39                              notfound             notfound             39                   89                  
LdonovaniBPK282A1_Ld20_v01s1_40                              notfound             notfound             32                   115                 
LdonovaniBPK282A1_Ld21_v01s1_41                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld21_v01s1_42                              notfound             notfound             33                   72                  
LdonovaniBPK282A1_Ld21_v01s1_43                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld21_v01s1_44                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld21_v01s1_45                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_46                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_47                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_48                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_49                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_50                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_51                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_52                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_53                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_54                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_55                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld23_v01s1_56                              notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld24_v01s1_57                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld24_v01s1_58                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld24_v01s1_59                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld24_v01s1_60                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld24_v01s1_61                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld26_v01s1_62                              notfound             notfound             35                   49                  
LdonovaniBPK282A1_Ld29_v01s1_63                              notfound             notfound             nointron             nointron            
LdonovaniBPK282A1_Ld29_v01s1_64                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld29_v01s1_65                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld30_v01s1_66                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld31_v01s1_67                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld31_v01s1_68                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld31_v01s1_69                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld31_v01s1_70                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld31_v01s1_71                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld31_v01s1_72                              notfound             notfound             38                   147                 
LdonovaniBPK282A1_Ld32_v01s1_73                              notfound             notfound             37                   71                  
LdonovaniBPK282A1_Ld33_v01s1_74                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld33_v01s1_75                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld33_v01s1_76                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld33_v01s1_77                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_78                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_79                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_80                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_81                              1388072              1388082              38                   49                  
LdonovaniBPK282A1_Ld34_v01s1_82                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_83                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_84                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_85                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_86                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld34_v01s1_87                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld35_v01s1_88                              notfound             notfound             33                   136                 
LdonovaniBPK282A1_Ld35_v01s1_89                              notfound             notfound             34                   129                 
LdonovaniBPK282A1_Ld36_v01s1_90                              496048               496058               notfound             notfound            
LdonovaniBPK282A1_Ld36_v01s1_91                              497316               497326               notfound             notfound            
LdonovaniBPK282A1_Ld36_v01s1_92                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_93                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_94                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_95                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_96                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_97                              notfound             notfound             32                   100                 
LdonovaniBPK282A1_Ld36_v01s1_98                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_99                              0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_100                             0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_101                             0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_102                             495648               495658               38                   49                  
LdonovaniBPK282A1_Ld36_v01s1_103                             0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_104                             0                    0                    nointron             nointron            
LdonovaniBPK282A1_Ld36_v01s1_105                             0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_02_1                            notfound             notfound             nointron             nointron            
LenriettiiLEM3045_LenLEM3045_03_2                            0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_04_3                            notfound             notfound             nointron             nointron            
LenriettiiLEM3045_LenLEM3045_05_4                            notfound             notfound             33                   105                 
LenriettiiLEM3045_LenLEM3045_05_5                            0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_06_6                            0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_07_7                            0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_08_8                            notfound             notfound             41                   66                  
LenriettiiLEM3045_LenLEM3045_09_9                            notfound             notfound             nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_10                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_11                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_12                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_13                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_14                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_15                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_16                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_17                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_18                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_09_19                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_10_20                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_10_21                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_22                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_23                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_24                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_25                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_26                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_27                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_11_28                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_15_29                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_15_30                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_15_31                           notfound             notfound             35                   91                  
LenriettiiLEM3045_LenLEM3045_16_32                           notfound             notfound             nointron             nointron            
LenriettiiLEM3045_LenLEM3045_17_33                           notfound             notfound             35                   149                 
LenriettiiLEM3045_LenLEM3045_17_34                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_17_35                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_17_36                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_21_37                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_21_38                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_21_39                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_21_40                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_21_41                           notfound             notfound             40                   151                 
LenriettiiLEM3045_LenLEM3045_23_42                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_43                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_44                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_45                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_46                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_47                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_48                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_49                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_50                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_23_51                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_24_52                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_24_53                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_24_54                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_24_55                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_24_56                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_24_57                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_27_58                           notfound             notfound             35                   82                  
LenriettiiLEM3045_LenLEM3045_29_59                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_29_60                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_30_61                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_31_62                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_31_63                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_31_64                           notfound             notfound             35                   73                  
LenriettiiLEM3045_LenLEM3045_31_65                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_31_66                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_31_67                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_33_68                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_33_69                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_33_70                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_33_71                           notfound             notfound             37                   140                 
LenriettiiLEM3045_LenLEM3045_33_72                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_73                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_74                           1211659              1211669              38                   49                  
LenriettiiLEM3045_LenLEM3045_34_75                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_76                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_77                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_78                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_79                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_80                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_81                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_82                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_34_83                           notfound             notfound             nointron             nointron            
LenriettiiLEM3045_LenLEM3045_35_84                           notfound             notfound             35                   66                  
LenriettiiLEM3045_LenLEM3045_36_85                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_86                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_87                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_88                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_89                           notfound             notfound             35                   93                  
LenriettiiLEM3045_LenLEM3045_36_90                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_91                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_92                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_93                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_94                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_95                           466868               466878               38                   49                  
LenriettiiLEM3045_LenLEM3045_36_96                           0                    0                    nointron             nointron            
LenriettiiLEM3045_LenLEM3045_36_97                           467183               467193               38                   49                  
LgerbilliLEM452_LgeLEM452_02_1                               notfound             notfound             nointron             nointron            
LgerbilliLEM452_LgeLEM452_03_2                               0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_03_3                               notfound             notfound             nointron             nointron            
LgerbilliLEM452_LgeLEM452_05_4                               0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_05_5                               notfound             notfound             33                   85                  
LgerbilliLEM452_LgeLEM452_06_6                               0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_07_7                               0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_08_8                               notfound             notfound             37                   105                 
LgerbilliLEM452_LgeLEM452_09_9                               0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_10                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_11                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_12                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_13                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_14                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_15                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_16                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_09_17                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_10_18                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_10_19                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_10_20                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_11_21                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_11_22                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_11_23                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_11_24                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_11_25                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_11_26                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_15_27                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_15_28                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_16_29                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_16_30                              notfound             notfound             nointron             nointron            
LgerbilliLEM452_LgeLEM452_18_31                              notfound             notfound             35                   49                  
LgerbilliLEM452_LgeLEM452_19_32                              notfound             notfound             29                   44                  
LgerbilliLEM452_LgeLEM452_21_33                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_21_34                              notfound             notfound             37                   49                  
LgerbilliLEM452_LgeLEM452_21_35                              notfound             notfound             37                   49                  
LgerbilliLEM452_LgeLEM452_21_36                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_21_37                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_21_38                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_21_39                              notfound             notfound             35                   98                  
LgerbilliLEM452_LgeLEM452_23_40                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_41                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_42                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_43                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_44                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_45                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_46                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_47                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_48                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_49                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_50                              notfound             notfound             nointron             nointron            
LgerbilliLEM452_LgeLEM452_23_51                              notfound             notfound             36                   113                 
LgerbilliLEM452_LgeLEM452_24_52                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_24_53                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_24_54                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_24_55                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_24_56                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_24_57                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_26_58                              notfound             notfound             35                   49                  
LgerbilliLEM452_LgeLEM452_29_59                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_29_60                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_30_61                              notfound             notfound             39                   76                  
LgerbilliLEM452_LgeLEM452_30_62                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_31_63                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_31_64                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_31_65                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_32_66                              notfound             notfound             nointron             nointron            
LgerbilliLEM452_LgeLEM452_33_67                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_33_68                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_33_69                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_33_70                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_34_71                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_34_72                              1159400              1159410              38                   49                  
LgerbilliLEM452_LgeLEM452_34_73                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_34_74                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_34_75                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_35_76                              notfound             notfound             34                   112                 
LgerbilliLEM452_LgeLEM452_36_77                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_78                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_79                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_80                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_81                              notfound             notfound             38                   133                 
LgerbilliLEM452_LgeLEM452_36_82                              notfound             notfound             35                   129                 
LgerbilliLEM452_LgeLEM452_36_83                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_84                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_85                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_86                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_87                              477474               477484               38                   49                  
LgerbilliLEM452_LgeLEM452_36_88                              0                    0                    nointron             nointron            
LgerbilliLEM452_LgeLEM452_36_89                              notfound             notfound             31                   129                 
LgerbilliLEM452_LgeLEM452_36_90                              notfound             notfound             34                   98                  
LgerbilliLEM452_LgeLEM452_36_91                              0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000007_92                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000007_93                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000007_94                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000007_95                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000007_96                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000066_97                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000066_98                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000082_99                      0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000082_100                     0                    0                    nointron             nointron            
LgerbilliLEM452_LGELEM452_SCAF000082_101                     0                    0                    nointron             nointron            
LinfantumJPCM5_LinJ.02_1                                     notfound             notfound             nointron             nointron            
LinfantumJPCM5_LinJ.03_2                                     0                    0                    nointron             nointron            
